timestamp,temperature,light,humidity,pressure,orientation_x,orientation_y,orientation_z,acceleration_x,acceleration_y,acceleration_z,mag_x,mag_y,mag_z,mag_res
193612,23741.0,80640,44,99364,-0.0091,0.6966,0.0073,-1.047,-0.002,0.044,64,-45,167,184.41800345953212
193714,23741.0,86400,44,99365,-0.0026,0.6903,0.0084,-1.037,0.035,0.055,66,-46,165,183.56742630434192
193814,23741.0,86400,44,99365,0.001,0.6835,0.0075,-1.036,0.016,0.029,66,-47,163,182.02747045432457
193915,23741.0,89280,44,99366,0.0021,0.6769,0.0044,-1.036,0.006,0.068,66,-44,159,177.6879286839711
194012,23751.0,92160,44,99364,0.0004,0.6704,-0.0013,-1.031,0.023,0.092,66,-43,156,174.75983520248582
194112,23751.0,95040,44,99364,-0.0042,0.6644,-0.0095,-1.066,-0.021,0.141,67,-41,152,171.09646401956996
194211,23741.0,97920,44,99360,-0.0114,0.6589,-0.0203,-0.992,0.014,0.143,67,-40,148,167.31108749870702
194312,23741.0,106560,44,99362,-0.019,0.6552,-0.0321,-0.957,-0.08,0.093,68,-37,146,165.2543494132605
194414,23741.0,106560,44,99364,-0.0248,0.6542,-0.0436,-0.954,-0.084,0.127,65,-33,144,161.40012391568973
194521,23741.0,112320,44,99364,-0.0286,0.6553,-0.0547,-0.926,-0.095,0.098,66,-31,143,160.51791177311023
194623,23741.0,115200,44,99360,-0.0302,0.6584,-0.0653,-0.944,-0.1,0.133,64,-30,143,159.51488958714793
194712,23741.0,115200,44,99357,-0.0293,0.6633,-0.0751,-0.938,-0.12,0.066,64,-27,142,158.07909412695912
194812,23741.0,115200,44,99357,-0.0258,0.6696,-0.0844,-0.933,-0.099,0.124,65,-27,144,160.28100324118265
194913,23731.0,115200,44,99357,-0.0211,0.6769,-0.0906,-0.954,-0.186,0.106,61,-25,144,158.3729774930054
195012,23741.0,115200,44,99360,-0.0186,0.6848,-0.0955,-0.916,-0.18,0.075,59,-26,145,158.6883738652583
195116,23741.0,115200,44,99360,-0.0157,0.6898,-0.1002,-0.931,-0.13,0.074,60,-24,147,160.57708429287163
195217,23741.0,115200,44,99357,-0.0123,0.6899,-0.1028,-0.929,-0.141,0.067,60,-24,147,160.57708429287163
195316,23731.0,115200,44,99353,-0.0122,0.6901,-0.1028,-0.996,-0.148,0.032,58,-24,147,159.84054554461454
195420,23741.0,115200,44,99362,-0.012,0.6905,-0.1025,-0.978,-0.149,0.031,57,-24,147,159.48040632002414
195516,23741.0,115200,44,99362,-0.0114,0.6915,-0.1018,-0.985,-0.15,0.031,59,-24,148,161.1241757155021
195617,23731.0,115200,44,99355,-0.0112,0.6918,-0.1016,-0.992,-0.149,0.028,58,-24,146,158.92136420255144
195716,23741.0,115200,44,99359,-0.0109,0.6922,-0.1013,-0.98,-0.15,0.036,58,-23,146,158.7734234687909
195819,23741.0,115200,44,99359,-0.0107,0.6926,-0.101,-0.988,-0.147,0.027,58,-25,147,159.99374987792493
195916,23741.0,115200,44,99361,-0.0106,0.6928,-0.1008,-0.985,-0.147,0.033,58,-23,146,158.7734234687909
196019,23741.0,115200,44,99357,-0.0104,0.693,-0.1006,-0.982,-0.149,0.033,57,-23,147,159.33298465791697
196117,23741.0,115200,44,99357,-0.0103,0.6932,-0.1005,-0.987,-0.145,0.031,59,-23,147,160.0593639872407
196220,23741.0,115200,44,99360,-0.0102,0.6934,-0.1003,-0.984,-0.148,0.03,58,-25,147,159.99374987792493
196316,23741.0,115200,44,99360,-0.01,0.6936,-0.1002,-0.984,-0.149,0.031,58,-25,147,159.99374987792493
196418,23751.0,115200,44,99359,-0.0099,0.6937,-0.1001,-0.987,-0.148,0.031,59,-23,147,160.0593639872407
196512,23751.0,115200,44,99359,-0.0099,0.6938,-0.1,-0.983,-0.147,0.033,59,-24,146,159.2890454488318
196612,23731.0,115200,44,99357,-0.0099,0.6938,-0.1,-0.985,-0.149,0.03,58,-24,145,158.00316452527144
196714,23731.0,115200,44,99358,-0.0099,0.6938,-0.1,-0.987,-0.148,0.031,58,-24,147,159.84054554461454
196812,23731.0,115200,44,99358,-0.0099,0.6938,-0.1,-0.982,-0.15,0.031,58,-24,146,158.92136420255144
196915,23741.0,115200,44,99359,-0.0099,0.6938,-0.1,-0.986,-0.149,0.033,59,-24,147,160.20611723651504
197011,23741.0,115200,44,99362,-0.0099,0.6938,-0.1,-0.986,-0.147,0.032,59,-24,147,160.20611723651504
197112,23721.0,115200,44,99357,-0.0099,0.6938,-0.1,-0.984,-0.15,0.033,58,-24,147,159.84054554461454
197212,23721.0,115200,44,99357,-0.0099,0.6938,-0.1,-0.985,-0.149,0.031,59,-23,147,160.0593639872407
197312,23741.0,115200,44,99363,-0.0099,0.6938,-0.1,-0.984,-0.15,0.032,59,-23,147,160.0593639872407
197412,23751.0,115200,44,99360,-0.0099,0.6938,-0.1,-0.986,-0.148,0.034,59,-24,147,160.20611723651504
197514,23751.0,115200,44,99360,-0.0099,0.6938,-0.1,-0.987,-0.146,0.029,58,-24,148,160.76069171286866
197612,23731.0,115200,44,99361,-0.0099,0.6938,-0.1,-0.984,-0.149,0.029,59,-23,147,160.0593639872407
197713,23741.0,115200,44,99360,-0.0099,0.6938,-0.1,-0.986,-0.148,0.031,58,-25,147,159.99374987792493
197815,23741.0,115200,44,99360,-0.0099,0.6938,-0.1,-0.985,-0.147,0.031,58,-23,146,158.7734234687909
197912,23731.0,115200,44,99359,-0.0099,0.6938,-0.1,-0.986,-0.149,0.034,59,-25,148,161.27616066858735
198014,23741.0,115200,44,99359,-0.0099,0.6938,-0.1,-0.984,-0.148,0.033,58,-25,147,159.99374987792493
198112,23731.0,115200,44,99359,-0.0099,0.6938,-0.1,-0.987,-0.149,0.031,58,-23,146,158.7734234687909
198213,23731.0,115200,44,99359,-0.0099,0.6938,-0.1,-0.984,-0.148,0.03,59,-23,147,160.0593639872407
198312,23741.0,115200,44,99364,-0.0099,0.6938,-0.1,-0.985,-0.149,0.032,58,-23,147,159.6934563468397
198417,23741.0,115200,44,99361,-0.0099,0.6938,-0.1,-0.985,-0.149,0.03,59,-23,147,160.0593639872407
198512,23741.0,115200,44,99361,-0.0099,0.6938,-0.1,-0.984,-0.147,0.033,58,-24,147,159.84054554461454
198614,23731.0,115200,44,99356,-0.0099,0.6938,-0.1,-0.983,-0.148,0.033,59,-24,148,161.1241757155021
198715,23731.0,115200,44,99356,-0.0099,0.6938,-0.1,-0.985,-0.149,0.032,58,-24,146,158.92136420255144
198820,23731.0,115200,44,99356,-0.0099,0.6938,-0.1,-0.984,-0.149,0.033,58,-23,147,159.6934563468397
198921,23731.0,115200,44,99357,-0.0099,0.6938,-0.1,-0.984,-0.148,0.032,59,-23,147,160.0593639872407
199013,23731.0,115200,44,99356,-0.0099,0.6938,-0.1,-0.985,-0.148,0.032,59,-23,147,160.0593639872407
199113,23731.0,115200,44,99355,-0.0099,0.6938,-0.1,-0.984,-0.149,0.031,59,-23,147,160.0593639872407
199213,23731.0,115200,44,99355,-0.0099,0.6938,-0.1,-0.986,-0.15,0.032,58,-24,147,159.84054554461454
199313,23741.0,115200,44,99363,-0.0099,0.6938,-0.1,-0.986,-0.148,0.031,59,-24,147,160.20611723651504
199412,23731.0,115200,44,99358,-0.0099,0.6938,-0.1,-0.985,-0.149,0.031,58,-24,147,159.84054554461454
199514,23731.0,115200,44,99358,-0.0099,0.6938,-0.1,-0.985,-0.15,0.033,58,-23,147,159.6934563468397
199612,23741.0,115200,44,99358,-0.0099,0.6938,-0.1,-0.983,-0.148,0.032,58,-23,147,159.6934563468397
199712,23731.0,115200,44,99356,-0.0099,0.6938,-0.1,-0.985,-0.149,0.03,59,-24,147,160.20611723651504
199812,23731.0,115200,44,99356,-0.0099,0.6938,-0.1,-0.984,-0.147,0.033,59,-24,148,161.1241757155021
199912,23741.0,115200,44,99358,-0.0099,0.6938,-0.1,-0.983,-0.149,0.032,59,-23,147,160.0593639872407
200013,23741.0,115200,44,99359,-0.0099,0.6938,-0.1,-0.986,-0.148,0.032,60,-23,147,160.4306703844374
200112,23731.0,115200,44,99357,-0.0099,0.6938,-0.1,-0.985,-0.149,0.031,58,-24,146,158.92136420255144
200212,23731.0,115200,44,99357,-0.0099,0.6938,-0.1,-0.986,-0.147,0.032,59,-23,147,160.0593639872407
200317,23731.0,115200,44,99358,-0.0115,0.6921,-0.0989,-0.914,-0.161,0.074,59,-24,147,160.20611723651504
200425,23731.0,115200,44,99356,-0.0152,0.6865,-0.0947,-0.926,-0.161,0.075,59,-23,146,159.14144651849813
200512,23731.0,115200,44,99356,-0.018,0.6789,-0.0896,-0.873,-0.147,0.056,59,-26,144,157.77515647274765
200613,23731.0,115200,44,99358,-0.0206,0.671,-0.0839,-0.963,-0.13,0.129,61,-25,145,159.28276742949942
200713,23731.0,115200,44,99358,-0.0227,0.6643,-0.0758,-0.943,-0.125,0.176,62,-27,143,158.18343781824947
200813,23731.0,115200,44,99360,-0.0243,0.6593,-0.0646,-0.953,-0.096,0.096,64,-29,143,159.3298465448329
200914,23731.0,115200,44,99360,-0.0231,0.6563,-0.0527,-0.966,-0.1,0.138,66,-30,143,160.3277892319357
201013,23731.0,112320,44,99359,-0.0207,0.655,-0.0413,-0.965,-0.032,0.111,66,-33,143,160.91612722160573
201113,23721.0,109440,44,99362,-0.0185,0.6551,-0.0314,-0.973,-0.044,0.108,69,-36,146,165.44787698849447
201212,23721.0,106560,44,99362,-0.0164,0.6567,-0.0225,-0.986,-0.008,0.175,68,-38,148,167.24831837719626
201312,23721.0,103680,44,99363,-0.0147,0.6601,-0.0147,-1.015,-0.037,0.14,66,-39,148,166.67633305301626
201412,23721.0,97920,44,99362,-0.014,0.6649,-0.0083,-1.003,-0.038,0.1,68,-39,152,171.02339021315183
201513,23721.0,97920,44,99362,-0.014,0.6713,-0.0032,-1.025,-0.007,0.064,67,-42,154,173.11556833514425
201615,23731.0,95040,44,99362,-0.0159,0.6784,-0.0,-1.018,-0.034,0.035,68,-42,157,176.17321022221284
201722,23721.0,92160,44,99366,-0.021,0.6855,0.0005,-1.043,-0.095,-0.055,68,-43,161,179.98333256165694
201813,23731.0,89280,44,99364,-0.0264,0.6921,-0.0039,-1.011,-0.071,-0.007,65,-43,163,180.6737390989626
201912,23731.0,86400,44,99364,-0.0304,0.6972,-0.0115,-1.06,-0.088,0.037,65,-41,166,182.92621463311377
202012,23721.0,86400,44,99364,-0.0338,0.7003,-0.0171,-1.04,-0.112,-0.005,65,-41,169,185.65290194338465
202117,23721.0,83520,44,99363,-0.0376,0.7021,-0.0194,-1.027,-0.114,0.015,65,-41,168,184.74306482247175
202208,23721.0,83520,44,99363,-0.0399,0.7022,-0.0204,-0.978,-0.117,0.004,65,-41,167,183.83416439824236
202312,23731.0,83520,44,99364,-0.0396,0.7017,-0.0206,-0.97,-0.077,0.014,65,-40,167,183.61372497719228
202413,23721.0,83520,44,99366,-0.0385,0.7022,-0.0191,-0.952,-0.065,-0.015,65,-41,168,184.74306482247175
202520,23721.0,80640,44,99366,-0.0356,0.7052,-0.0162,-0.968,-0.053,-0.003,65,-41,169,185.65290194338465
202609,23731.0,80640,44,99363,-0.0314,0.709,-0.0122,-1.034,-0.068,-0.018,64,-42,170,186.44033898274267
202711,23731.0,77760,44,99364,-0.0281,0.7115,-0.009,-1.027,-0.055,-0.002,62,-42,172,187.59530910979623
202813,23721.0,77760,44,99363,-0.0261,0.7123,-0.0071,-1.038,-0.061,-0.016,61,-45,171,187.04812215042415
202914,23721.0,77760,44,99363,-0.0258,0.7119,-0.0068,-1.019,-0.07,-0.073,62,-43,172,187.82172398314313
203017,23721.0,77760,44,99364,-0.0251,0.7114,-0.0075,-1.003,-0.047,-0.019,62,-44,171,187.13898578329423
203120,23721.0,77760,44,99366,-0.0251,0.7115,-0.0074,-0.994,-0.046,-0.034,61,-44,172,187.725863961256
203226,23721.0,77760,44,99366,-0.0251,0.7117,-0.0074,-0.993,-0.037,-0.01,65,-55,174,193.71628738957392
203330,23731.0,77760,44,99362,-0.0251,0.7118,-0.0074,-0.993,-0.047,-0.024,66,-56,173,193.44508264621257
203426,23721.0,77760,44,99362,-0.025,0.7118,-0.0073,-0.999,-0.045,-0.021,65,-56,172,192.21082175569617
203517,23721.0,77760,44,99362,-0.025,0.7119,-0.0073,-1.002,-0.044,-0.017,65,-57,171,191.6115862885123
203622,23731.0,77760,44,99362,-0.025,0.712,-0.0073,-0.996,-0.046,-0.023,65,-57,172,192.50454540088137
203718,23721.0,77760,44,99364,-0.025,0.712,-0.0073,-0.999,-0.047,-0.021,64,-55,171,190.68822721919673
203814,23721.0,77760,44,99366,-0.025,0.712,-0.0073,-0.996,-0.041,-0.019,64,-54,171,190.40220586957497
203913,23721.0,77760,44,99366,-0.025,0.712,-0.0073,-0.999,-0.042,-0.02,64,-53,172,191.02094126037596
204012,23721.0,77760,44,99366,-0.025,0.712,-0.0073,-0.994,-0.042,-0.022,64,-52,171,189.844673351664
204110,23711.0,77760,44,99361,-0.025,0.712,-0.0073,-0.995,-0.042,-0.021,62,-50,172,189.54682798717576
204213,23711.0,77760,44,99361,-0.025,0.712,-0.0073,-0.998,-0.043,-0.017,62,-47,173,189.68921951444685
204313,23721.0,77760,44,99366,-0.025,0.712,-0.0073,-0.998,-0.041,-0.017,64,-47,175,192.17179813906097
204413,23721.0,77760,44,99367,-0.025,0.712,-0.0073,-0.999,-0.046,-0.018,64,-44,175,191.4601786273062
204512,23721.0,77760,44,99362,-0.025,0.712,-0.0073,-0.998,-0.045,-0.017,62,-42,177,192.1900101462092
204616,23721.0,77760,44,99362,-0.025,0.712,-0.0073,-0.997,-0.045,-0.019,61,-40,177,191.44189719076647
204713,23721.0,77760,44,99363,-0.025,0.712,-0.0073,-0.997,-0.045,-0.018,61,-41,177,191.65333286953296
204813,23721.0,77760,44,99365,-0.025,0.712,-0.0073,-0.998,-0.042,-0.019,60,-40,179,192.97927349847703
204912,23721.0,77760,44,99365,-0.025,0.712,-0.0073,-0.996,-0.043,-0.02,59,-38,178,191.3347851280577
205013,23721.0,77760,44,99365,-0.025,0.712,-0.0073,-0.996,-0.043,-0.02,58,-39,179,192.16139050287913
205112,23721.0,77760,44,99361,-0.025,0.712,-0.0073,-0.997,-0.041,-0.021,58,-38,178,191.02879364116816
205213,23721.0,77760,44,99361,-0.025,0.712,-0.0073,-0.997,-0.041,-0.016,55,-39,177,189.40696924875812
205315,23721.0,77760,44,99365,-0.025,0.712,-0.0073,-0.998,-0.045,-0.019,52,-40,176,187.82971010998233
205413,23721.0,77760,44,99366,-0.025,0.712,-0.0073,-0.997,-0.044,-0.02,53,-41,175,187.38996771438968
205513,23731.0,77760,44,99367,-0.025,0.712,-0.0073,-0.998,-0.043,-0.016,51,-43,175,187.28320800328044
205614,23731.0,77760,44,99367,-0.025,0.712,-0.0073,-0.996,-0.044,-0.023,50,-45,173,185.61788706910764
205713,23721.0,77760,44,99363,-0.025,0.712,-0.0073,-0.996,-0.043,-0.021,48,-47,172,184.65372999211257
205813,23721.0,77760,44,99365,-0.025,0.712,-0.0073,-0.997,-0.043,-0.022,47,-50,171,184.2552577268828
205915,23721.0,77760,44,99365,-0.025,0.712,-0.0073,-0.998,-0.043,-0.019,46,-52,169,182.70467974302136
206013,23721.0,77760,44,99364,-0.025,0.712,-0.0073,-0.997,-0.044,-0.02,46,-54,170,184.2064059689565
206113,23701.0,77760,44,99363,-0.025,0.712,-0.0073,-0.998,-0.042,-0.021,46,-56,169,183.88311504866343
206213,23701.0,77760,44,99363,-0.025,0.712,-0.0073,-0.998,-0.044,-0.018,45,-59,169,184.57247898860763
206315,23721.0,77760,44,99366,-0.025,0.712,-0.0073,-0.994,-0.042,-0.02,45,-60,167,183.06829326784035
206418,23711.0,77760,44,99367,-0.025,0.712,-0.0073,-0.997,-0.046,-0.02,46,-62,168,184.88915598271305
206515,23721.0,77760,44,99363,-0.025,0.712,-0.0073,-1.0,-0.043,-0.021,47,-62,169,186.04838080456383
206613,23721.0,77760,44,99363,-0.025,0.712,-0.0073,-0.997,-0.045,-0.021,49,-61,168,185.32673849177831
206715,23711.0,77760,44,99363,-0.025,0.712,-0.0073,-0.997,-0.043,-0.02,49,-62,170,187.4699975996159
206813,23711.0,77760,44,99365,-0.025,0.712,-0.0073,-0.996,-0.044,-0.02,51,-62,171,188.90738471536787
206911,23711.0,77760,44,99365,-0.025,0.712,-0.0073,-0.995,-0.043,-0.019,53,-62,171,189.45711915892736
207012,23721.0,77760,44,99360,-0.025,0.712,-0.0073,-0.997,-0.043,-0.018,53,-62,171,189.45711915892736
207116,23721.0,77760,44,99365,-0.025,0.712,-0.0073,-0.997,-0.042,-0.019,61,-41,176,190.730175903028
207219,23711.0,77760,44,99363,-0.025,0.712,-0.0073,-0.997,-0.043,-0.02,47,-51,175,188.24186569411177
207354,23711.0,77760,44,99363,-0.025,0.712,-0.0073,-0.998,-0.042,-0.02,44,-55,172,185.86285266292455
207421,23711.0,77760,44,99362,-0.025,0.712,-0.0073,-0.996,-0.042,-0.019,50,-45,176,188.41709051994195
207511,23711.0,77760,44,99366,-0.0249,0.712,-0.0073,-1.038,-0.104,0.003,50,-45,178,190.2866259094422
207624,23711.0,77760,44,99366,-0.0226,0.7107,-0.0083,-1.049,-0.064,-0.007,51,-45,178,190.55183021949696
207713,23711.0,77760,44,99365,-0.0197,0.7076,-0.0047,-1.019,-0.009,-0.026,52,-46,177,190.12890364171355
207813,23711.0,77760,44,99362,-0.0153,0.7031,0.0025,-1.032,-0.039,-0.047,51,-47,174,187.3125729896421
207912,23711.0,80640,44,99362,-0.008,0.6974,0.0077,-1.049,0.008,0.052,52,-46,172,185.4831528737853
208013,23721.0,86400,44,99366,-0.0015,0.691,0.0087,-1.031,0.034,0.042,55,-48,170,185.0108104949546
208117,23711.0,86400,44,99363,0.0021,0.6843,0.0077,-1.044,0.013,0.039,54,-47,165,179.8610574860495
208221,23711.0,89280,44,99367,0.0032,0.6776,0.0046,-1.032,0.001,0.062,54,-46,164,178.6840787535364
208312,23711.0,92160,44,99367,0.0014,0.6712,-0.0012,-1.028,0.015,0.093,55,-43,159,173.65195075207188
208413,23711.0,95040,44,99361,-0.0032,0.6652,-0.0094,-1.072,-0.031,0.136,55,-42,155,169.74687036879354
208513,23711.0,97920,44,99365,-0.0104,0.6598,-0.0203,-0.995,0.016,0.154,57,-41,153,168.34191397272397
208613,23711.0,103680,44,99365,-0.0179,0.6563,-0.032,-0.956,-0.079,0.087,55,-36,150,163.77118183612157
208715,23721.0,106560,44,99365,-0.0237,0.6553,-0.0433,-0.951,-0.086,0.119,53,-33,148,160.6300096495048
208813,23711.0,112320,44,99359,-0.0274,0.6564,-0.0545,-0.934,-0.104,0.098,53,-31,148,160.23108312683902
208914,23711.0,115200,44,99359,-0.029,0.6596,-0.065,-0.931,-0.112,0.106,52,-30,148,159.71224123403942
209013,23711.0,115200,44,99359,-0.0283,0.6645,-0.0749,-0.937,-0.113,0.083,53,-30,147,159.116309660575
209113,23721.0,115200,44,99360,-0.0248,0.6708,-0.0841,-0.951,-0.095,0.155,50,-27,148,158.5339080449353
209213,23711.0,115200,44,99361,-0.0202,0.678,-0.0903,-0.957,-0.185,0.109,49,-27,150,160.09372255026116
209313,23711.0,115200,44,99361,-0.0177,0.6859,-0.0952,-0.906,-0.167,0.076,48,-26,150,159.62455951387932
209422,23701.0,115200,44,99362,-0.0149,0.6909,-0.1,-0.933,-0.13,0.073,48,-26,151,160.56462873248267
209586,23711.0,115200,44,99361,-0.0117,0.6907,-0.1027,-0.933,-0.143,0.069,46,-25,152,160.7638018958248
209623,23711.0,115200,44,99361,-0.0113,0.6908,-0.1031,-0.997,-0.167,0.032,47,-25,151,160.10933764150047
209713,23711.0,115200,44,99361,-0.0071,0.6904,-0.1089,-0.977,-0.167,0.033,47,-24,152,160.90059042775448
209823,23711.0,115200,44,99363,0.0025,0.6893,-0.1197,-0.982,-0.168,0.036,47,-22,152,160.61444517850816
209915,23711.0,115200,44,99363,0.0174,0.6871,-0.136,-0.991,-0.139,0.032,46,-22,153,161.27306036657208
210013,23711.0,112320,44,99357,0.0376,0.6834,-0.1578,-0.98,-0.122,0.044,46,-22,153,161.27306036657208
210113,23711.0,109440,44,99361,0.0597,0.6784,-0.1818,-0.99,-0.133,0.052,46,-18,153,160.77624202599088
210213,23711.0,109440,44,99358,0.0815,0.6724,-0.2055,-0.986,-0.163,0.057,44,-15,151,157.99367075930604
210321,23711.0,106560,44,99358,0.1035,0.6658,-0.2292,-0.981,-0.12,0.064,46,-13,151,158.38560540655203
210413,23711.0,106560,44,99363,0.1253,0.6584,-0.2525,-0.988,-0.118,0.07,43,-11,150,156.4288975860918
210513,23711.0,106560,44,99358,0.1469,0.6504,-0.2755,-0.981,-0.149,0.076,44,-8,149,155.56670594957006
210616,23711.0,103680,44,99358,0.1684,0.6417,-0.2982,-0.98,-0.082,0.081,43,-6,148,154.23683088030563
210713,23711.0,103680,44,99361,0.1884,0.6347,-0.3147,-0.986,-0.094,0.083,44,-4,148,154.45387661046257
210823,23711.0,100800,44,99359,0.2075,0.6308,-0.3223,-0.98,-0.102,0.089,43,-3,147,153.18942522250026
210915,23711.0,97920,44,99359,0.219,0.6282,-0.3271,-0.983,-0.091,0.092,42,-2,144,150.0133327407934
211018,23711.0,97920,44,99359,0.2248,0.6275,-0.3276,-0.983,-0.095,0.093,42,-1,145,150.96357176484665
211113,23711.0,97920,44,99359,0.2263,0.6272,-0.3292,-0.98,-0.119,0.092,42,-1,143,149.04361777681055
211218,23721.0,97920,44,99360,0.2327,0.6248,-0.3359,-0.981,-0.115,0.09,43,-1,145,151.24483462254173
211312,23721.0,97920,44,99360,0.2438,0.6199,-0.3475,-0.981,-0.099,0.092,43,0,145,151.24152868838638
211418,23711.0,97920,44,99363,0.2595,0.612,-0.364,-0.982,-0.092,0.093,44,1,145,151.53217480126128
211518,23711.0,95040,44,99365,0.2791,0.6008,-0.3847,-0.984,-0.075,0.101,43,4,142,148.42169652715873
211619,23711.0,92160,44,99365,0.299,0.5887,-0.4056,-0.983,-0.095,0.105,41,5,140,145.96574940718114
211720,23711.0,92160,44,99361,0.3187,0.5759,-0.426,-0.983,-0.089,0.105,41,6,139,145.04482065899492
211825,23711.0,92160,44,99361,0.3379,0.5625,-0.446,-0.987,-0.04,0.103,41,9,136,142.33060106667153
211912,23711.0,92160,44,99359,0.3568,0.5485,-0.4655,-0.978,-0.064,0.103,42,9,133,139.76408694654003
212029,23711.0,92160,44,99359,0.3754,0.5338,-0.4845,-0.984,-0.06,0.109,41,11,131,137.706209010342
212113,23711.0,92160,44,99363,0.3934,0.5187,-0.5029,-0.986,-0.023,0.104,39,12,130,136.25344032353826
212222,23701.0,92160,44,99361,0.4114,0.503,-0.5206,-0.978,-0.054,0.105,40,12,128,134.6402614376547
212313,23701.0,92160,44,99361,0.4286,0.4866,-0.538,-0.982,-0.039,0.109,40,13,126,132.83448347473634
212422,23701.0,92160,44,99363,0.4453,0.4698,-0.5547,-0.988,-0.001,0.106,39,14,123,129.79214151866051
212521,23711.0,92160,44,99357,0.4634,0.4528,-0.5692,-0.978,-0.021,0.099,39,14,121,127.89839717525784
212625,23711.0,92160,44,99357,0.4792,0.4349,-0.5848,-0.985,-0.008,0.101,38,13,118,124.6475029834132
212712,23701.0,95040,44,99360,0.4949,0.4168,-0.5992,-0.986,0.023,0.098,39,16,116,123.42204017111368
212822,23711.0,95040,44,99363,0.5096,0.3981,-0.6134,-0.98,-0.012,0.096,37,15,114,120.7890723534211
212913,23711.0,95040,44,99359,0.5244,0.3792,-0.6264,-0.982,0.003,0.092,38,16,111,118.41030360572512
213022,23711.0,95040,44,99359,0.5387,0.3598,-0.6386,-0.989,0.042,0.091,37,14,108,115.0173899895142
213113,23711.0,95040,44,99358,0.5517,0.3399,-0.6508,-0.979,0.016,0.081,37,13,108,114.8999564838908
213222,23711.0,95040,44,99359,0.5641,0.3196,-0.6622,-0.985,0.031,0.079,36,13,104,110.81967334368028
213321,23711.0,92160,44,99359,0.5758,0.299,-0.6729,-0.99,0.066,0.076,36,13,103,109.88175462741756
213426,23711.0,95040,44,99355,0.5878,0.2782,-0.6821,-0.981,0.027,0.066,36,12,99,106.02358228243376
213517,23711.0,97920,44,99361,0.5983,0.2569,-0.6914,-0.985,0.043,0.061,36,10,99,105.8158778255891
213681,23711.0,103680,44,99357,0.608,0.2354,-0.6999,-0.994,0.083,0.06,36,9,96,102.92230079045066
213717,23711.0,109440,44,99357,0.6171,0.2135,-0.7077,-0.982,0.051,0.047,35,7,94,100.54849576199535
213822,23711.0,115200,44,99362,0.6256,0.1914,-0.7147,-0.987,0.06,0.036,34,6,93,99.20181449953424
213918,23711.0,118080,44,99363,0.6332,0.1692,-0.7209,-0.994,0.098,0.036,35,7,91,97.7496803063826
214022,23711.0,120960,44,99363,0.6402,0.1468,-0.7263,-0.981,0.047,0.028,34,5,90,96.33794683301072
214117,23701.0,120960,44,99361,0.6478,0.1242,-0.7299,-0.989,0.059,0.019,34,3,89,95.3205119583398
214226,23701.0,123840,44,99363,0.6546,0.1016,-0.7326,-0.996,0.1,0.013,33,1,87,93.05374790947434
214317,23701.0,126720,44,99363,0.6608,0.0788,-0.7345,-0.988,0.053,0.005,34,0,85,91.54780172128658
214419,23711.0,126720,44,99360,0.6661,0.0559,-0.7357,-0.99,0.072,-0.004,34,-3,85,91.59694318043589
214520,23701.0,126720,44,99359,0.6706,0.0331,-0.7361,-0.985,0.08,-0.014,34,-4,85,91.63514609580758
214613,23701.0,126720,44,99363,0.6744,0.0102,-0.7357,-0.996,0.101,-0.02,33,-6,83,89.52094726934027
214712,23701.0,126720,44,99363,0.6781,-0.0128,-0.7339,-0.993,0.089,-0.028,32,-6,82,88.2269800004511
214826,23701.0,120960,44,99357,0.6811,-0.0357,-0.7312,-0.987,0.079,-0.031,32,-9,82,88.48163651289458
214912,23701.0,120960,44,99365,-0.6827,0.0586,0.7283,-0.996,0.093,-0.042,32,-12,82,88.83692925805124
215014,23701.0,118080,44,99365,-0.6842,0.0814,0.7239,-0.993,0.073,-0.051,32,-14,82,89.12911982062877
215117,23701.0,112320,44,99359,-0.685,0.1041,0.7188,-0.988,0.079,-0.057,32,-16,82,89.46507698538016
215212,23701.0,106560,44,99358,-0.6841,0.1265,0.7137,-0.998,0.087,-0.063,32,-18,81,88.9325587172662
215311,23701.0,100800,44,99358,-0.6832,0.1489,0.707,-0.996,0.072,-0.073,32,-20,81,89.35882720806042
215408,23701.0,92160,44,99358,-0.6816,0.1711,0.6996,-0.992,0.065,-0.073,31,-22,80,88.57200460642177
215519,23701.0,89280,44,99359,-0.6783,0.193,0.6922,-0.999,0.075,-0.085,32,-25,82,91.50409826887535
215614,23711.0,80640,44,99361,-0.6751,0.2148,0.6834,-0.998,0.055,-0.089,32,-26,81,90.89004345911604
215721,23711.0,77760,44,99361,-0.671,0.2362,0.6739,-0.992,0.054,-0.093,32,-28,84,94.14881836751856
215818,23701.0,69120,44,99357,-0.6655,0.2573,0.6643,-0.999,0.064,-0.104,32,-29,85,95.34149149242424
215919,23701.0,63360,44,99360,-0.6592,0.278,0.6541,-1.0,0.044,-0.106,30,-32,84,94.76286192385707
216021,23701.0,57600,44,99360,-0.6515,0.2981,0.6438,-0.991,0.034,-0.107,31,-34,85,96.65402216152208
216126,23701.0,54720,44,99359,-0.6445,0.3185,0.6314,-0.999,0.039,-0.113,32,-35,87,99.0858213873206
216226,23701.0,46080,44,99357,-0.6366,0.3384,0.6185,-0.999,0.016,-0.119,31,-37,88,100.36931802099684
216320,23701.0,40320,44,99357,-0.6274,0.3576,0.6056,-0.992,0.012,-0.122,32,-38,90,102.80077820717118
